year,month,day,hour,minute,second,count
2023,7,16,23,44,44,2
2023,7,16,23,44,45,1
2023,7,16,23,44,59,1
2023,7,16,23,45,22,1
2023,7,16,23,45,25,1
2023,7,16,23,45,26,1
2023,7,16,23,45,32,1
2023,7,16,23,45,44,1
2023,7,16,23,45,45,5
2023,7,16,23,45,52,1
2023,7,16,23,45,56,1
2023,7,16,23,46,28,1
2023,7,16,23,46,44,2
2023,7,16,23,46,45,2
2023,7,16,23,47,33,1
2023,7,16,23,47,42,1
2023,7,16,23,48,2,1
2023,7,16,23,48,35,1
2023,7,16,23,48,44,1
2023,7,16,23,48,45,1
2023,7,16,23,49,2,1
2023,7,16,23,49,34,2
2023,7,16,23,49,45,3
2023,7,16,23,49,46,1
2023,7,16,23,50,2,2
2023,7,16,23,50,25,1
2023,7,16,23,50,26,1
2023,7,16,23,50,42,1
2023,7,16,23,50,44,2
2023,7,16,23,50,45,4
2023,7,16,23,50,47,2
2023,7,16,23,51,2,1
2023,7,16,23,51,8,1
2023,7,16,23,51,35,1
2023,7,16,23,51,42,2
2023,7,16,23,51,45,6
2023,7,16,23,52,44,1
2023,7,16,23,52,45,2
2023,7,16,23,52,51,1
2023,7,16,23,53,20,2
2023,7,16,23,53,22,1
2023,7,16,23,53,27,1
2023,7,16,23,53,31,1
2023,7,16,23,53,41,1
2023,7,16,23,53,42,1
2023,7,16,23,53,44,1
2023,7,16,23,53,45,3
2023,7,16,23,53,54,3
2023,7,16,23,54,5,1
2023,7,16,23,54,28,1
2023,7,16,23,54,39,1
2023,7,16,23,54,44,1
2023,7,16,23,54,45,6
2023,7,16,23,55,1,1
2023,7,16,23,55,22,1
2023,7,16,23,55,26,1
2023,7,16,23,55,44,1
2023,7,16,23,55,45,5
2023,7,16,23,56,6,1
2023,7,16,23,56,21,1
2023,7,16,23,56,26,1
2023,7,16,23,56,42,1
2023,7,16,23,56,45,3
2023,7,16,23,56,46,1
2023,7,16,23,57,0,1
2023,7,16,23,57,2,1
2023,7,16,23,57,23,1
2023,7,16,23,57,33,1
2023,7,16,23,57,42,1
2023,7,16,23,57,46,3
2023,7,16,23,57,50,1
2023,7,16,23,57,51,1
2023,7,16,23,58,26,1
2023,7,16,23,58,28,1
2023,7,16,23,58,40,1
2023,7,16,23,58,42,1
2023,7,16,23,58,45,1
2023,7,16,23,58,46,6
2023,7,16,23,58,58,1
2023,7,16,23,59,2,1
2023,7,16,23,59,26,1
2023,7,16,23,59,33,1
2023,7,16,23,59,35,1
2023,7,16,23,59,44,2
2023,7,16,23,59,45,2
2023,7,16,23,59,46,7
2023,7,16,23,59,57,1
2023,7,17,0,0,3,1
2023,7,17,0,0,6,1
2023,7,17,0,0,14,7
2023,7,17,0,0,15,1
2023,7,17,0,0,26,1
2023,7,17,0,0,27,1
2023,7,17,0,0,37,1
2023,7,17,0,0,38,1
2023,7,17,0,0,49,1
2023,7,17,0,0,58,2
2023,7,17,0,0,59,1
2023,7,17,0,1,10,1
2023,7,17,0,1,14,8
2023,7,17,0,1,19,1
2023,7,17,0,1,21,1
2023,7,17,0,1,26,1
2023,7,17,0,1,31,1
2023,7,17,0,1,33,1
2023,7,17,0,1,46,1
2023,7,17,0,1,55,1
2023,7,17,0,1,58,1
2023,7,17,0,2,5,1
2023,7,17,0,2,6,2
2023,7,17,0,2,14,6
2023,7,17,0,2,15,1
2023,7,17,0,2,16,1
2023,7,17,0,2,17,1
2023,7,17,0,2,26,1
2023,7,17,0,2,27,1
2023,7,17,0,2,38,1
2023,7,17,0,2,39,1
2023,7,17,0,2,40,1
2023,7,17,0,2,50,1
2023,7,17,0,2,54,1
2023,7,17,0,2,58,2
2023,7,17,0,3,3,1
2023,7,17,0,3,6,1
2023,7,17,0,3,8,1
2023,7,17,0,3,14,8
2023,7,17,0,3,15,1
2023,7,17,0,3,24,1
2023,7,17,0,3,27,1
2023,7,17,0,3,37,1
2023,7,17,0,3,38,2
2023,7,17,0,3,39,1
2023,7,17,0,3,41,1
2023,7,17,0,3,44,1
2023,7,17,0,3,47,1
2023,7,17,0,3,51,1
2023,7,17,0,3,58,1
2023,7,17,0,4,0,1
2023,7,17,0,4,15,11
2023,7,17,0,4,26,1
2023,7,17,0,4,27,3
2023,7,17,0,4,37,1
2023,7,17,0,4,42,1
2023,7,17,0,4,46,1
2023,7,17,0,4,51,2
2023,7,17,0,4,58,2
2023,7,17,0,5,15,13
2023,7,17,0,5,16,1
2023,7,17,0,5,26,1
2023,7,17,0,5,38,1
2023,7,17,0,5,42,1
2023,7,17,0,5,48,1
2023,7,17,0,5,50,1
2023,7,17,0,5,57,1
2023,7,17,0,5,59,1
2023,7,17,0,6,13,1
2023,7,17,0,6,15,5
2023,7,17,0,6,25,1
2023,7,17,0,6,26,1
2023,7,17,0,6,36,2
2023,7,17,0,6,38,1
2023,7,17,0,6,41,1
2023,7,17,0,6,46,1
2023,7,17,0,6,48,2
2023,7,17,0,6,58,2
2023,7,17,0,7,7,1
2023,7,17,0,7,8,2
2023,7,17,0,7,15,9
2023,7,17,0,7,19,1
2023,7,17,0,7,20,1
2023,7,17,0,7,26,2
2023,7,17,0,7,29,1
2023,7,17,0,7,30,1
2023,7,17,0,7,31,1
2023,7,17,0,7,38,1
2023,7,17,0,7,41,1
2023,7,17,0,7,42,1
2023,7,17,0,7,49,1
2023,7,17,0,7,58,1
2023,7,17,0,8,3,1
2023,7,17,0,8,4,2
2023,7,17,0,8,14,1
2023,7,17,0,8,15,12
2023,7,17,0,8,16,1
2023,7,17,0,8,26,2
2023,7,17,0,8,27,2
2023,7,17,0,8,28,1
2023,7,17,0,8,37,1
2023,7,17,0,8,41,1
2023,7,17,0,8,48,3
2023,7,17,0,8,58,3
2023,7,17,0,9,6,1
2023,7,17,0,9,15,4
2023,7,17,0,9,16,10
2023,7,17,0,9,18,1
2023,7,17,0,9,21,1
2023,7,17,0,9,22,1
2023,7,17,0,9,26,1
2023,7,17,0,9,28,1
2023,7,17,0,9,32,1
2023,7,17,0,9,33,1
2023,7,17,0,9,37,1
2023,7,17,0,9,43,2
2023,7,17,0,9,50,1
2023,7,17,0,9,54,1
2023,7,17,0,9,58,1
2023,7,17,0,9,59,1
2023,7,17,0,10,6,1
2023,7,17,0,10,16,11
2023,7,17,0,10,24,1
2023,7,17,0,10,27,2
2023,7,17,0,10,28,2
2023,7,17,0,10,37,1
2023,7,17,0,10,50,1
2023,7,17,0,10,58,2
2023,7,17,0,10,59,1
2023,7,17,0,11,1,1
2023,7,17,0,11,13,1
2023,7,17,0,11,16,8
2023,7,17,0,11,38,1
2023,7,17,0,11,43,1
2023,7,17,0,11,51,1
2023,7,17,0,12,6,2
2023,7,17,0,12,16,4
2023,7,17,0,12,18,1
2023,7,17,0,12,21,2
2023,7,17,0,12,22,1
2023,7,17,0,12,23,1
2023,7,17,0,12,24,3
2023,7,17,0,12,28,1
2023,7,17,0,12,31,1
2023,7,17,0,12,39,1
2023,7,17,0,12,40,1
2023,7,17,0,12,41,2
2023,7,17,0,12,46,2
2023,7,17,0,12,53,1
2023,7,17,0,12,56,1
2023,7,17,0,12,59,1
2023,7,17,0,13,0,1
2023,7,17,0,13,2,1
2023,7,17,0,13,3,1
2023,7,17,0,13,4,2
2023,7,17,0,13,8,1
2023,7,17,0,13,9,1
2023,7,17,0,13,10,1
2023,7,17,0,13,12,2
2023,7,17,0,13,13,13
2023,7,17,0,13,14,1
2023,7,17,0,13,16,7
2023,7,17,0,13,19,1
2023,7,17,0,13,24,2
2023,7,17,0,13,26,1
2023,7,17,0,13,35,1
2023,7,17,0,13,38,2
2023,7,17,0,13,40,1
2023,7,17,0,13,41,1
2023,7,17,0,13,45,1
2023,7,17,0,13,47,1
2023,7,17,0,13,50,1
2023,7,17,0,13,52,1
2023,7,17,0,13,59,1
2023,7,17,0,14,0,1
