year,month,day,hour,minute,second,count
2023,7,17,5,8,49,1
2023,7,17,5,8,50,1
2023,7,17,5,8,51,1
2023,7,17,5,8,58,1
2023,7,17,5,9,3,2
2023,7,17,5,9,4,1
2023,7,17,5,9,5,1
2023,7,17,5,9,6,2
2023,7,17,5,9,11,1
2023,7,17,5,9,12,1
2023,7,17,5,9,18,15
2023,7,17,5,9,21,7
2023,7,17,5,9,26,1
2023,7,17,5,9,29,1
2023,7,17,5,9,32,1
2023,7,17,5,9,36,2
2023,7,17,5,9,44,4
2023,7,17,5,9,45,2
2023,7,17,5,9,47,1
2023,7,17,5,10,5,2
2023,7,17,5,10,6,5
2023,7,17,5,10,9,1
2023,7,17,5,10,14,1
2023,7,17,5,10,15,1
2023,7,17,5,10,16,1
2023,7,17,5,10,18,8
2023,7,17,5,10,19,2
2023,7,17,5,10,20,2
2023,7,17,5,10,21,2
2023,7,17,5,10,24,1
2023,7,17,5,10,25,1
2023,7,17,5,10,27,1
2023,7,17,5,10,31,1
2023,7,17,5,10,35,1
2023,7,17,5,10,38,2
2023,7,17,5,10,40,3
2023,7,17,5,10,41,2
2023,7,17,5,10,42,1
2023,7,17,5,10,44,1
2023,7,17,5,10,46,1
2023,7,17,5,10,50,1
2023,7,17,5,10,51,1
2023,7,17,5,11,0,1
2023,7,17,5,11,4,1
2023,7,17,5,11,5,1
2023,7,17,5,11,6,2
2023,7,17,5,11,14,1
2023,7,17,5,11,17,1
2023,7,17,5,11,18,18
2023,7,17,5,11,20,1
2023,7,17,5,11,21,6
2023,7,17,5,11,22,1
2023,7,17,5,11,24,1
2023,7,17,5,11,25,1
2023,7,17,5,11,26,1
2023,7,17,5,11,30,1
2023,7,17,5,11,32,1
2023,7,17,5,11,34,1
2023,7,17,5,11,38,3
2023,7,17,5,11,39,2
2023,7,17,5,11,40,1
2023,7,17,5,11,48,2
2023,7,17,5,11,54,1
2023,7,17,5,11,57,1
2023,7,17,5,11,58,1
2023,7,17,5,12,1,1
2023,7,17,5,12,6,4
2023,7,17,5,12,11,4
2023,7,17,5,12,12,1
2023,7,17,5,12,13,4
2023,7,17,5,12,14,1
2023,7,17,5,12,17,1
2023,7,17,5,12,18,6
2023,7,17,5,12,19,9
2023,7,17,5,12,21,1
2023,7,17,5,12,22,2
2023,7,17,5,12,26,1
2023,7,17,5,12,31,3
2023,7,17,5,12,32,2
2023,7,17,5,12,34,1
2023,7,17,5,12,35,1
2023,7,17,5,12,36,1
2023,7,17,5,12,37,1
2023,7,17,5,12,38,1
2023,7,17,5,12,40,2
2023,7,17,5,12,44,1
2023,7,17,5,12,45,2
2023,7,17,5,12,46,1
2023,7,17,5,12,49,3
2023,7,17,5,12,50,2
2023,7,17,5,12,51,1
2023,7,17,5,12,52,1
2023,7,17,5,12,58,2
2023,7,17,5,13,5,1
2023,7,17,5,13,6,6
2023,7,17,5,13,10,1
2023,7,17,5,13,14,2
2023,7,17,5,13,16,3
2023,7,17,5,13,17,2
2023,7,17,5,13,19,23
2023,7,17,5,13,20,2
2023,7,17,5,13,21,1
2023,7,17,5,13,22,4
2023,7,17,5,13,24,1
2023,7,17,5,13,25,1
2023,7,17,5,13,26,1
2023,7,17,5,13,34,1
2023,7,17,5,13,35,2
2023,7,17,5,13,41,2
2023,7,17,5,13,44,3
2023,7,17,5,13,51,1
2023,7,17,5,13,53,1
2023,7,17,5,13,54,1
2023,7,17,5,13,56,1
2023,7,17,5,14,0,4
2023,7,17,5,14,6,6
2023,7,17,5,14,14,1
2023,7,17,5,14,16,2
2023,7,17,5,14,19,1
2023,7,17,5,14,21,12
2023,7,17,5,14,22,4
2023,7,17,5,14,23,1
2023,7,17,5,14,26,1
2023,7,17,5,14,27,1
2023,7,17,5,14,28,2
2023,7,17,5,14,39,4
2023,7,17,5,14,42,1
2023,7,17,5,14,49,2
2023,7,17,5,14,50,1
2023,7,17,5,14,52,1
2023,7,17,5,14,53,1
2023,7,17,5,15,1,1
2023,7,17,5,15,6,7
2023,7,17,5,15,8,2
2023,7,17,5,15,11,1
2023,7,17,5,15,14,1
2023,7,17,5,15,21,10
2023,7,17,5,15,22,6
2023,7,17,5,15,23,1
2023,7,17,5,15,24,1
2023,7,17,5,15,25,1
2023,7,17,5,15,26,1
2023,7,17,5,15,28,3
2023,7,17,5,15,29,1
2023,7,17,5,15,31,1
2023,7,17,5,15,37,1
2023,7,17,5,15,38,1
2023,7,17,5,15,41,1
2023,7,17,5,15,42,1
2023,7,17,5,15,43,2
2023,7,17,5,15,44,1
2023,7,17,5,15,45,2
2023,7,17,5,15,47,1
2023,7,17,5,15,48,1
2023,7,17,5,15,49,2
2023,7,17,5,16,1,1
2023,7,17,5,16,2,2
2023,7,17,5,16,3,1
2023,7,17,5,16,6,5
2023,7,17,5,16,7,1
2023,7,17,5,16,10,1
2023,7,17,5,16,12,1
2023,7,17,5,16,13,1
2023,7,17,5,16,14,3
2023,7,17,5,16,17,1
2023,7,17,5,16,21,17
2023,7,17,5,16,22,11
2023,7,17,5,16,23,1
2023,7,17,5,16,26,2
2023,7,17,5,16,28,2
2023,7,17,5,16,31,1
2023,7,17,5,16,32,2
2023,7,17,5,16,38,2
2023,7,17,5,16,39,1
2023,7,17,5,16,42,1
2023,7,17,5,16,46,2
2023,7,17,5,16,47,1
2023,7,17,5,16,48,1
2023,7,17,5,16,50,1
2023,7,17,5,16,52,2
2023,7,17,5,16,58,3
2023,7,17,5,17,1,1
2023,7,17,5,17,3,1
2023,7,17,5,17,4,1
2023,7,17,5,17,6,7
2023,7,17,5,17,7,6
2023,7,17,5,17,11,1
2023,7,17,5,17,14,5
2023,7,17,5,17,17,2
2023,7,17,5,17,18,3
2023,7,17,5,17,21,3
2023,7,17,5,17,22,13
2023,7,17,5,17,23,1
2023,7,17,5,17,26,1
2023,7,17,5,17,27,1
2023,7,17,5,17,34,1
2023,7,17,5,17,35,1
2023,7,17,5,17,36,1
2023,7,17,5,17,38,2
2023,7,17,5,17,42,1
2023,7,17,5,17,44,3
2023,7,17,5,17,47,1
2023,7,17,5,17,53,1
2023,7,17,5,17,56,1
2023,7,17,5,17,57,1
2023,7,17,5,17,58,1
2023,7,17,5,17,59,1
2023,7,17,5,18,0,1
2023,7,17,5,18,3,1
2023,7,17,5,18,5,1
2023,7,17,5,18,7,1
2023,7,17,5,18,9,1
2023,7,17,5,18,11,1
2023,7,17,5,18,14,2
2023,7,17,5,18,15,3
2023,7,17,5,18,18,1
2023,7,17,5,18,19,1
2023,7,17,5,18,21,1
2023,7,17,5,18,22,20
2023,7,17,5,18,23,1
2023,7,17,5,18,26,1
2023,7,17,5,18,33,1
2023,7,17,5,18,34,1
2023,7,17,5,18,36,1
2023,7,17,5,18,37,3
2023,7,17,5,18,44,1
2023,7,17,5,18,47,1
2023,7,17,5,18,48,1
2023,7,17,5,18,49,1
2023,7,17,5,18,50,4
2023,7,17,5,18,51,1
2023,7,17,5,18,52,1
2023,7,17,5,18,58,1
2023,7,17,5,19,4,1
2023,7,17,5,19,7,7
2023,7,17,5,19,10,2
2023,7,17,5,19,14,1
2023,7,17,5,19,15,2
2023,7,17,5,19,22,19
2023,7,17,5,19,25,1
2023,7,17,5,19,26,2
2023,7,17,5,19,27,1
2023,7,17,5,19,28,1
2023,7,17,5,19,33,1
2023,7,17,5,19,37,2
2023,7,17,5,19,40,2
2023,7,17,5,19,41,1
2023,7,17,5,19,44,1
2023,7,17,5,19,48,1
2023,7,17,5,19,49,1
2023,7,17,5,19,52,1
2023,7,17,5,19,53,1
2023,7,17,5,19,59,1
2023,7,17,5,20,1,1
2023,7,17,5,20,4,1
2023,7,17,5,20,5,3
2023,7,17,5,20,7,10
2023,7,17,5,20,9,1
2023,7,17,5,20,10,1
2023,7,17,5,20,11,1
2023,7,17,5,20,17,1
2023,7,17,5,20,18,3
2023,7,17,5,20,19,1
2023,7,17,5,20,20,3
2023,7,17,5,20,22,15
2023,7,17,5,20,24,1
2023,7,17,5,20,27,2
2023,7,17,5,20,28,1
2023,7,17,5,20,31,1
2023,7,17,5,20,32,2
2023,7,17,5,20,34,1
2023,7,17,5,20,35,3
2023,7,17,5,20,36,1
2023,7,17,5,20,39,1
2023,7,17,5,20,40,1
2023,7,17,5,20,42,2
2023,7,17,5,20,43,1
2023,7,17,5,20,44,1
2023,7,17,5,20,45,1
2023,7,17,5,20,49,1
2023,7,17,5,20,50,3
2023,7,17,5,20,51,1
2023,7,17,5,20,52,2
2023,7,17,5,20,53,1
2023,7,17,5,20,56,1
2023,7,17,5,21,0,1
2023,7,17,5,21,2,1
2023,7,17,5,21,4,4
2023,7,17,5,21,6,1
2023,7,17,5,21,7,11
2023,7,17,5,21,12,1
2023,7,17,5,21,13,1
2023,7,17,5,21,15,1
2023,7,17,5,21,16,1
2023,7,17,5,21,19,1
2023,7,17,5,21,21,1
2023,7,17,5,21,22,8
2023,7,17,5,21,23,23
2023,7,17,5,21,24,1
2023,7,17,5,21,25,2
2023,7,17,5,21,26,1
2023,7,17,5,21,29,1
2023,7,17,5,21,30,3
2023,7,17,5,21,32,1
2023,7,17,5,21,33,1
2023,7,17,5,21,34,1
2023,7,17,5,21,35,1
2023,7,17,5,21,38,2
2023,7,17,5,21,40,1
2023,7,17,5,21,42,2
2023,7,17,5,21,49,1
2023,7,17,5,21,52,1
2023,7,17,5,21,55,3
2023,7,17,5,21,57,1
2023,7,17,5,22,5,1
2023,7,17,5,22,7,9
2023,7,17,5,22,8,2
2023,7,17,5,22,12,1
2023,7,17,5,22,13,2
2023,7,17,5,22,14,1
2023,7,17,5,22,15,1
2023,7,17,5,22,16,1
2023,7,17,5,22,22,1
2023,7,17,5,22,23,9
2023,7,17,5,22,25,14
2023,7,17,5,22,26,1
2023,7,17,5,22,27,1
2023,7,17,5,22,28,2
2023,7,17,5,22,36,3
2023,7,17,5,22,37,2
2023,7,17,5,22,42,1
2023,7,17,5,22,43,1
2023,7,17,5,22,44,3
2023,7,17,5,22,47,2
2023,7,17,5,22,48,2
2023,7,17,5,22,49,2
2023,7,17,5,22,50,1
2023,7,17,5,22,52,2
2023,7,17,5,22,53,1
2023,7,17,5,22,58,1
2023,7,17,5,23,3,1
2023,7,17,5,23,4,1
2023,7,17,5,23,5,1
2023,7,17,5,23,6,1
2023,7,17,5,23,7,5
2023,7,17,5,23,9,1
2023,7,17,5,23,16,1
2023,7,17,5,23,20,1
2023,7,17,5,23,21,1
2023,7,17,5,23,23,11
2023,7,17,5,23,24,1
2023,7,17,5,23,25,18
2023,7,17,5,23,26,2
2023,7,17,5,23,29,1
2023,7,17,5,23,33,1
2023,7,17,5,23,35,2
2023,7,17,5,23,41,1
2023,7,17,5,23,43,2
2023,7,17,5,23,44,1
2023,7,17,5,23,45,1
2023,7,17,5,23,48,1
2023,7,17,5,23,49,1
2023,7,17,5,23,50,1
2023,7,17,5,23,51,2
2023,7,17,5,23,53,4
2023,7,17,5,23,54,2
2023,7,17,5,23,56,1
2023,7,17,5,23,58,3
2023,7,17,5,23,59,1
2023,7,17,5,24,0,1
2023,7,17,5,24,4,2
2023,7,17,5,24,5,2
2023,7,17,5,24,6,2
2023,7,17,5,24,7,6
2023,7,17,5,24,8,1
2023,7,17,5,24,9,1
2023,7,17,5,24,10,1
2023,7,17,5,24,13,2
2023,7,17,5,24,15,3
2023,7,17,5,24,16,2
2023,7,17,5,24,18,1
2023,7,17,5,24,19,1
2023,7,17,5,24,23,15
2023,7,17,5,24,25,1
2023,7,17,5,24,26,13
2023,7,17,5,24,30,1
2023,7,17,5,24,31,1
2023,7,17,5,24,32,2
2023,7,17,5,24,33,3
2023,7,17,5,24,36,1
2023,7,17,5,24,37,1
2023,7,17,5,24,38,1
2023,7,17,5,24,41,1
2023,7,17,5,24,42,1
2023,7,17,5,24,43,2
2023,7,17,5,24,44,2
2023,7,17,5,24,47,1
2023,7,17,5,24,51,1
2023,7,17,5,24,53,3
2023,7,17,5,24,57,1
2023,7,17,5,24,59,1
2023,7,17,5,25,2,1
2023,7,17,5,25,3,1
2023,7,17,5,25,4,2
2023,7,17,5,25,7,3
2023,7,17,5,25,8,3
2023,7,17,5,25,13,1
2023,7,17,5,25,15,4
2023,7,17,5,25,16,1
2023,7,17,5,25,18,1
2023,7,17,5,25,19,1
2023,7,17,5,25,23,16
2023,7,17,5,25,24,1
2023,7,17,5,25,26,16
2023,7,17,5,25,31,1
2023,7,17,5,25,32,1
2023,7,17,5,25,33,1
2023,7,17,5,25,38,1
2023,7,17,5,25,39,1
2023,7,17,5,25,40,1
2023,7,17,5,25,42,1
2023,7,17,5,25,43,2
2023,7,17,5,25,44,1
2023,7,17,5,25,48,1
2023,7,17,5,25,51,1
2023,7,17,5,25,57,1
2023,7,17,5,25,58,2
2023,7,17,5,26,3,1
2023,7,17,5,26,5,1
2023,7,17,5,26,8,3
2023,7,17,5,26,20,1
2023,7,17,5,26,24,10
2023,7,17,5,26,26,12
2023,7,17,5,26,27,3
2023,7,17,5,26,34,3
2023,7,17,5,26,44,1
2023,7,17,5,26,46,3
2023,7,17,5,26,47,1
2023,7,17,5,26,48,1
2023,7,17,5,26,50,1
2023,7,17,5,26,52,1
2023,7,17,5,26,53,1
2023,7,17,5,26,54,1
2023,7,17,5,26,57,1
2023,7,17,5,27,0,2
2023,7,17,5,27,1,1
2023,7,17,5,27,3,1
2023,7,17,5,27,6,1
2023,7,17,5,27,8,3
2023,7,17,5,27,11,2
2023,7,17,5,27,12,1
2023,7,17,5,27,13,1
2023,7,17,5,27,14,1
2023,7,17,5,27,15,2
2023,7,17,5,27,22,1
2023,7,17,5,27,24,9
2023,7,17,5,27,26,12
2023,7,17,5,27,27,4
2023,7,17,5,27,28,1
2023,7,17,5,27,31,1
2023,7,17,5,27,32,2
2023,7,17,5,27,33,3
2023,7,17,5,27,34,2
2023,7,17,5,27,37,2
2023,7,17,5,27,41,2
2023,7,17,5,27,42,3
2023,7,17,5,27,54,1
2023,7,17,5,27,55,2
2023,7,17,5,27,56,2
2023,7,17,5,27,59,1
2023,7,17,5,28,5,1
2023,7,17,5,28,8,5
2023,7,17,5,28,11,1
2023,7,17,5,28,15,1
2023,7,17,5,28,22,1
2023,7,17,5,28,24,15
2023,7,17,5,28,25,2
2023,7,17,5,28,26,10
2023,7,17,5,28,27,9
2023,7,17,5,28,28,1
2023,7,17,5,28,30,1
2023,7,17,5,28,33,2
2023,7,17,5,28,34,1
2023,7,17,5,28,36,2
2023,7,17,5,28,38,1
2023,7,17,5,28,42,2
2023,7,17,5,28,43,1
2023,7,17,5,28,44,2
2023,7,17,5,28,45,1
2023,7,17,5,28,47,1
2023,7,17,5,28,51,1
2023,7,17,5,28,54,1
2023,7,17,5,28,57,1
2023,7,17,5,28,58,2
2023,7,17,5,29,0,1
2023,7,17,5,29,3,1
2023,7,17,5,29,5,1
2023,7,17,5,29,7,1
2023,7,17,5,29,8,4
2023,7,17,5,29,11,1
2023,7,17,5,29,13,1
2023,7,17,5,29,15,1
2023,7,17,5,29,18,1
2023,7,17,5,29,20,1
2023,7,17,5,29,21,1
2023,7,17,5,29,22,1
2023,7,17,5,29,23,2
2023,7,17,5,29,24,6
2023,7,17,5,29,25,2
2023,7,17,5,29,26,2
2023,7,17,5,29,27,17
2023,7,17,5,29,28,1
2023,7,17,5,29,31,1
2023,7,17,5,29,32,1
2023,7,17,5,29,33,1
2023,7,17,5,29,37,1
2023,7,17,5,29,38,2
2023,7,17,5,29,39,1
2023,7,17,5,29,40,1
2023,7,17,5,29,43,2
2023,7,17,5,29,52,1
2023,7,17,5,29,54,1
2023,7,17,5,29,56,1
2023,7,17,5,30,5,1
2023,7,17,5,30,6,1
2023,7,17,5,30,7,4
2023,7,17,5,30,8,5
2023,7,17,5,30,13,1
2023,7,17,5,30,14,1
2023,7,17,5,30,18,1
2023,7,17,5,30,19,1
2023,7,17,5,30,20,1
2023,7,17,5,30,23,2
2023,7,17,5,30,24,8
2023,7,17,5,30,26,1
2023,7,17,5,30,27,23
2023,7,17,5,30,28,3
2023,7,17,5,30,29,3
2023,7,17,5,30,30,2
2023,7,17,5,30,33,3
2023,7,17,5,30,34,1
2023,7,17,5,30,35,1
2023,7,17,5,30,36,1
2023,7,17,5,30,43,1
2023,7,17,5,30,44,2
2023,7,17,5,30,45,1
2023,7,17,5,30,47,1
2023,7,17,5,30,51,1
2023,7,17,5,30,52,2
2023,7,17,5,30,58,1
2023,7,17,5,31,0,1
2023,7,17,5,31,3,1
2023,7,17,5,31,7,1
2023,7,17,5,31,8,6
2023,7,17,5,31,9,1
2023,7,17,5,31,11,2
2023,7,17,5,31,13,1
2023,7,17,5,31,14,3
2023,7,17,5,31,15,1
2023,7,17,5,31,16,1
2023,7,17,5,31,17,2
2023,7,17,5,31,18,1
2023,7,17,5,31,19,1
2023,7,17,5,31,24,8
2023,7,17,5,31,26,1
2023,7,17,5,31,29,19
2023,7,17,5,31,30,1
2023,7,17,5,31,31,1
2023,7,17,5,31,35,1
2023,7,17,5,31,36,2
2023,7,17,5,31,39,1
2023,7,17,5,31,42,1
2023,7,17,5,31,43,1
2023,7,17,5,31,44,3
2023,7,17,5,31,47,1
2023,7,17,5,31,48,1
2023,7,17,5,31,53,2
2023,7,17,5,31,58,4
2023,7,17,5,31,59,1
2023,7,17,5,32,0,1
2023,7,17,5,32,1,1
2023,7,17,5,32,2,1
2023,7,17,5,32,3,1
2023,7,17,5,32,4,1
2023,7,17,5,32,5,1
2023,7,17,5,32,6,1
2023,7,17,5,32,7,1
2023,7,17,5,32,8,4
2023,7,17,5,32,9,1
2023,7,17,5,32,10,1
2023,7,17,5,32,11,1
2023,7,17,5,32,13,1
2023,7,17,5,32,17,1
2023,7,17,5,32,18,1
2023,7,17,5,32,21,1
2023,7,17,5,32,23,1
2023,7,17,5,32,24,5
2023,7,17,5,32,25,19
2023,7,17,5,32,29,14
2023,7,17,5,32,30,1
2023,7,17,5,32,33,1
2023,7,17,5,32,34,2
2023,7,17,5,32,36,1
2023,7,17,5,32,39,1
2023,7,17,5,32,40,2
2023,7,17,5,32,41,1
2023,7,17,5,32,43,1
2023,7,17,5,32,44,2
2023,7,17,5,32,52,1
2023,7,17,5,32,56,1
2023,7,17,5,33,4,1
2023,7,17,5,33,7,1
2023,7,17,5,33,8,3
2023,7,17,5,33,9,1
2023,7,17,5,33,15,1
2023,7,17,5,33,17,1
2023,7,17,5,33,23,1
2023,7,17,5,33,24,1
2023,7,17,5,33,25,12
2023,7,17,5,33,27,1
2023,7,17,5,33,29,6
2023,7,17,5,33,30,8
2023,7,17,5,33,35,1
2023,7,17,5,33,39,1
2023,7,17,5,33,40,1
2023,7,17,5,33,44,1
2023,7,17,5,33,49,1
2023,7,17,5,33,50,1
2023,7,17,5,33,51,2
2023,7,17,5,33,52,1
2023,7,17,5,33,53,1
2023,7,17,5,33,59,3
2023,7,17,5,34,0,1
2023,7,17,5,34,1,1
2023,7,17,5,34,2,1
2023,7,17,5,34,3,2
2023,7,17,5,34,4,1
2023,7,17,5,34,6,1
2023,7,17,5,34,8,3
2023,7,17,5,34,9,1
2023,7,17,5,34,14,1
2023,7,17,5,34,19,1
2023,7,17,5,34,23,1
2023,7,17,5,34,25,8
2023,7,17,5,34,26,1
2023,7,17,5,34,27,1
2023,7,17,5,34,29,2
2023,7,17,5,34,30,18
2023,7,17,5,34,31,1
2023,7,17,5,34,35,1
2023,7,17,5,34,41,1
2023,7,17,5,34,44,1
2023,7,17,5,34,45,1
2023,7,17,5,34,47,1
2023,7,17,5,34,49,1
2023,7,17,5,34,51,1
2023,7,17,5,34,52,2
2023,7,17,5,34,54,1
2023,7,17,5,34,58,2
2023,7,17,5,34,59,2
2023,7,17,5,35,3,1
2023,7,17,5,35,4,1
2023,7,17,5,35,8,4
2023,7,17,5,35,9,2
2023,7,17,5,35,10,1
2023,7,17,5,35,11,1
2023,7,17,5,35,12,1
2023,7,17,5,35,15,6
2023,7,17,5,35,17,2
2023,7,17,5,35,19,1
2023,7,17,5,35,25,6
2023,7,17,5,35,26,2
2023,7,17,5,35,27,1
2023,7,17,5,35,30,13
2023,7,17,5,35,35,2
2023,7,17,5,35,37,2
2023,7,17,5,35,39,2
2023,7,17,5,35,44,1
2023,7,17,5,35,45,1
2023,7,17,5,35,46,3
2023,7,17,5,35,48,3
2023,7,17,5,35,49,4
2023,7,17,5,35,50,1
2023,7,17,5,35,52,1
2023,7,17,5,36,1,1
2023,7,17,5,36,2,1
2023,7,17,5,36,5,1
2023,7,17,5,36,7,2
2023,7,17,5,36,8,2
2023,7,17,5,36,9,1
2023,7,17,5,36,10,1
2023,7,17,5,36,11,2
2023,7,17,5,36,12,1
2023,7,17,5,36,15,5
2023,7,17,5,36,18,1
2023,7,17,5,36,21,1
2023,7,17,5,36,22,1
2023,7,17,5,36,25,11
2023,7,17,5,36,26,1
2023,7,17,5,36,30,20
2023,7,17,5,36,31,3
2023,7,17,5,36,32,2
2023,7,17,5,36,57,1
2023,7,17,5,36,59,1
2023,7,17,5,37,0,3
2023,7,17,5,37,1,1
2023,7,17,5,37,7,2
2023,7,17,5,37,8,2
2023,7,17,5,37,9,1
2023,7,17,5,37,12,1
2023,7,17,5,37,13,1
2023,7,17,5,37,15,1
2023,7,17,5,37,17,1
2023,7,17,5,37,21,1
2023,7,17,5,37,23,1
2023,7,17,5,37,25,4
2023,7,17,5,37,26,1
2023,7,17,5,37,27,4
2023,7,17,5,37,30,1
2023,7,17,5,37,32,11
2023,7,17,5,37,36,1
2023,7,17,5,37,37,1
2023,7,17,5,37,38,1
2023,7,17,5,37,42,2
2023,7,17,5,37,43,1
2023,7,17,5,37,50,1
2023,7,17,5,37,54,2
2023,7,17,5,37,55,2
2023,7,17,5,37,56,1
2023,7,17,5,38,1,1
2023,7,17,5,38,2,1
2023,7,17,5,38,3,1
2023,7,17,5,38,7,1
2023,7,17,5,38,8,4
2023,7,17,5,38,11,1
2023,7,17,5,38,15,3
2023,7,17,5,38,16,1
2023,7,17,5,38,17,4
2023,7,17,5,38,18,1
2023,7,17,5,38,22,3
2023,7,17,5,38,23,1
2023,7,17,5,38,26,6
2023,7,17,5,38,27,1
2023,7,17,5,38,29,1
2023,7,17,5,38,30,1
2023,7,17,5,38,31,1
2023,7,17,5,38,32,23
2023,7,17,5,38,34,1
2023,7,17,5,38,35,1
2023,7,17,5,38,36,1
2023,7,17,5,38,38,1
2023,7,17,5,38,41,2
2023,7,17,5,38,42,2
2023,7,17,5,38,43,1
2023,7,17,5,38,44,1
2023,7,17,5,38,45,2
2023,7,17,5,38,49,1
2023,7,17,5,38,52,1
2023,7,17,5,38,56,1
2023,7,17,5,38,57,2
2023,7,17,5,38,59,2
2023,7,17,5,39,0,1
2023,7,17,5,39,5,4
2023,7,17,5,39,6,1
2023,7,17,5,39,8,4
2023,7,17,5,39,10,1
2023,7,17,5,39,11,2
2023,7,17,5,39,15,6
2023,7,17,5,39,16,1
2023,7,17,5,39,17,3
2023,7,17,5,39,19,1
2023,7,17,5,39,21,1
2023,7,17,5,39,23,1
2023,7,17,5,39,25,1
2023,7,17,5,39,26,14
2023,7,17,5,39,28,2
2023,7,17,5,39,32,17
2023,7,17,5,39,33,6
2023,7,17,5,39,34,3
2023,7,17,5,39,35,3
2023,7,17,5,39,36,2
2023,7,17,5,39,37,1
2023,7,17,5,39,38,1
2023,7,17,5,39,39,1
2023,7,17,5,39,40,1
2023,7,17,5,39,41,1
2023,7,17,5,39,42,1
2023,7,17,5,39,44,1
2023,7,17,5,39,46,2
2023,7,17,5,39,51,2
2023,7,17,5,39,53,2
2023,7,17,5,39,54,1
2023,7,17,5,39,55,1
2023,7,17,5,39,56,1
2023,7,17,5,39,58,1
2023,7,17,5,39,59,1
2023,7,17,5,40,4,1
2023,7,17,5,40,5,1
2023,7,17,5,40,6,1
2023,7,17,5,40,7,1
2023,7,17,5,40,8,3
2023,7,17,5,40,9,1
2023,7,17,5,40,10,1
2023,7,17,5,40,12,1
2023,7,17,5,40,13,1
2023,7,17,5,40,15,7
2023,7,17,5,40,18,1
2023,7,17,5,40,23,3
2023,7,17,5,40,24,1
2023,7,17,5,40,26,10
2023,7,17,5,40,27,3
2023,7,17,5,40,28,2
2023,7,17,5,40,31,1
2023,7,17,5,40,32,1
2023,7,17,5,40,34,2
2023,7,17,5,40,35,1
2023,7,17,5,40,36,17
2023,7,17,5,40,38,2
2023,7,17,5,40,39,1
2023,7,17,5,40,40,1
2023,7,17,5,40,42,1
2023,7,17,5,40,43,1
2023,7,17,5,40,45,1
2023,7,17,5,40,49,1
2023,7,17,5,40,51,1
2023,7,17,5,40,53,5
2023,7,17,5,40,54,1
2023,7,17,5,40,58,1
2023,7,17,5,40,59,1
2023,7,17,5,41,2,2
2023,7,17,5,41,4,2
2023,7,17,5,41,7,2
2023,7,17,5,41,8,4
2023,7,17,5,41,11,2
2023,7,17,5,41,12,2
2023,7,17,5,41,13,1
2023,7,17,5,41,14,1
2023,7,17,5,41,15,10
2023,7,17,5,41,16,1
2023,7,17,5,41,17,3
2023,7,17,5,41,21,1
2023,7,17,5,41,22,1
2023,7,17,5,41,23,1
2023,7,17,5,41,25,1
2023,7,17,5,41,26,11
2023,7,17,5,41,27,1
2023,7,17,5,41,31,1
2023,7,17,5,41,32,3
2023,7,17,5,41,33,2
2023,7,17,5,41,36,21
2023,7,17,5,41,37,3
2023,7,17,5,41,38,1
2023,7,17,5,41,39,1
2023,7,17,5,41,40,1
2023,7,17,5,41,41,1
2023,7,17,5,41,45,2
2023,7,17,5,41,46,1
2023,7,17,5,41,47,2
2023,7,17,5,41,48,4
2023,7,17,5,41,49,1
2023,7,17,5,41,50,1
2023,7,17,5,41,54,1
2023,7,17,5,41,55,2
2023,7,17,5,41,56,1
2023,7,17,5,41,57,2
2023,7,17,5,41,58,1
2023,7,17,5,42,0,1
2023,7,17,5,42,2,1
2023,7,17,5,42,4,1
2023,7,17,5,42,5,3
2023,7,17,5,42,8,5
2023,7,17,5,42,11,1
2023,7,17,5,42,13,1
2023,7,17,5,42,14,1
2023,7,17,5,42,15,9
2023,7,17,5,42,16,4
2023,7,17,5,42,17,1
2023,7,17,5,42,24,1
2023,7,17,5,42,25,1
2023,7,17,5,42,26,14
2023,7,17,5,42,29,2
2023,7,17,5,42,31,1
2023,7,17,5,42,32,1
2023,7,17,5,42,35,1
2023,7,17,5,42,36,18
2023,7,17,5,42,38,1
2023,7,17,5,42,40,1
2023,7,17,5,42,42,1
2023,7,17,5,42,44,2
2023,7,17,5,42,45,7
2023,7,17,5,42,46,1
2023,7,17,5,42,47,1
2023,7,17,5,42,50,1
2023,7,17,5,42,52,2
2023,7,17,5,42,53,1
2023,7,17,5,42,58,3
2023,7,17,5,42,59,1
2023,7,17,5,43,0,2
2023,7,17,5,43,1,1
2023,7,17,5,43,3,1
2023,7,17,5,43,4,1
2023,7,17,5,43,6,2
2023,7,17,5,43,8,4
2023,7,17,5,43,9,2
2023,7,17,5,43,11,3
2023,7,17,5,43,16,2
2023,7,17,5,43,20,1
2023,7,17,5,43,21,1
2023,7,17,5,43,26,6
2023,7,17,5,43,27,6
2023,7,17,5,43,28,1
2023,7,17,5,43,29,1
2023,7,17,5,43,30,1
2023,7,17,5,43,31,1
2023,7,17,5,43,32,1
2023,7,17,5,43,33,2
2023,7,17,5,43,34,3
2023,7,17,5,43,36,5
2023,7,17,5,43,37,13
2023,7,17,5,43,39,1
2023,7,17,5,43,42,2
2023,7,17,5,43,45,2
2023,7,17,5,43,46,1
2023,7,17,5,43,47,2
2023,7,17,5,43,48,1
2023,7,17,5,43,49,1
2023,7,17,5,43,50,1
2023,7,17,5,43,52,3
2023,7,17,5,43,54,1
2023,7,17,5,43,56,2
2023,7,17,5,43,59,3
2023,7,17,5,44,2,1
